name,smiles,cas,source,D_exp_eV,cccbdb_status,cccbdb_diff_pct,burcat_status,burcat_diff_pct,combined_status,best_diff_pct
N-methylformamide,CNC=O,123-39-7,NIST,35.614,n/a,,n/a,,n/a,
N-methylimidazole,Cn1ccnc1,616-47-7,NIST,54.134,n/a,,n/a,,n/a,
N-methylmorpholine,CN1CCOCC1,109-02-4,NIST,71.464,n/a,,n/a,,n/a,
N-methylpiperidine,CN1CCCCC1,626-67-5,NIST,80.131,n/a,,n/a,,n/a,
N-methylpyrrole,Cn1cccc1,96-54-8,NIST,59.045,n/a,,n/a,,n/a,
N-methylpyrrolidine,CN1CCCC1,120-94-5,NIST,67.499,n/a,,n/a,,n/a,
N2,N#N,7727-37-9,ATcT,9.759,ok_<1%,-0.045,n/a,,ok_one_source,-0.045
N2H2,N=N,3618-05-1,ATcT,11.12,n/a,,fail_>2%,9.002,single_fail,9.002
N2H4,NN,302-01-2,ATcT,17.96,ok_<1%,-0.618,ok_<1%,-0.631,ok_consensus,-0.618
N2O,[N-]=[N+]=O,10024-97-2,CCCBDB,11.44,ok_<1%,-0.072,ok_<1%,0.829,ok_consensus,-0.072
N2O4,O=[N+]([O-])[N+](=O)[O-],10544-72-6,NIST,20.013,ok_<1%,0.0,ok_<1%,0.017,ok_consensus,0.0
NCl,[N]Cl,,Peterson1997,2.75,n/a,,n/a,,n/a,
NCl3,ClN(Cl)Cl,10025-85-1,JANAF,6.287,n/a,,ok_<1%,0.97,ok_one_source,0.97
NF,[N]F,,HH,3.47,n/a,,n/a,,n/a,
NF3,FN(F)F,7783-54-2,ATcT,8.59,n/a,,warn_1-2%,1.654,ok_one_source,1.654
NH,[N][H],,ATcT,3.47,n/a,,n/a,,n/a,
NH2F,NF,15861-05-9,JANAF,11.35,n/a,,fail_>2%,-2.927,single_fail,-2.927
NH2OH,NO,7803-49-8,NIST,14.706,ok_<1%,0.489,ok_<1%,0.489,ok_consensus,0.489
NH3,N,7664-41-7,ATcT,12.02,ok_<1%,-0.182,warn_1-2%,1.077,ok_consensus,-0.182
NHF2,FNF,10405-27-3,JANAF,10.69,n/a,,fail_>2%,-7.658,single_fail,-7.658
NMA,CC(=O)N,60-35-5,NIST,36.26,ok_<1%,-0.424,n/a,,ok_one_source,-0.424
NMA2,CC(=O)NC,79-16-3,NIST,48.15,n/a,,n/a,,n/a,
NMP,CN1CCCC1=O,872-50-4,NIST,67.671,n/a,,n/a,,n/a,
NO,[N]=O,,ATcT,6.5,n/a,,n/a,,n/a,
NO2,O=[N]=O,,ATcT,9.62,n/a,,n/a,,n/a,
NOBr,BrN=O,13444-87-6,JANAF,7.791,ok_<1%,-0.016,n/a,,ok_one_source,-0.016
NS,[N]=S,,HH,4.85,n/a,,n/a,,n/a,
N_Methylethanamine,CCNC,624-78-2,ATcT_0K,47.3295,n/a,,n/a,,n/a,
Na2,[Na][Na],25681-79-2,HH,0.735,ok_<1%,-0.715,n/a,,ok_one_source,-0.715
Na2F2,F[Na].[Na]F,,JANAF,9.844,n/a,,n/a,,n/a,
NaBr,[Na]Br,7647-15-6,JANAF,3.79,ok_<1%,-0.651,n/a,,ok_one_source,-0.651
NaCl,[Na]Cl,7647-14-5,ATcT,4.23,n/a,,ok_<1%,0.542,ok_one_source,0.542
NaF,[Na]F,7681-49-4,CCCBDB,4.91,ok_<1%,-0.036,n/a,,ok_one_source,-0.036
NaH,[Na][H],7646-69-7,HH,1.97,fail_>2%,3.813,n/a,,single_fail,3.813
NaI,[Na]I,7681-82-5,JANAF,3.04,n/a,,n/a,,n/a,
NaO,[Na][O],,HH,2.6,n/a,,n/a,,n/a,
NaOH,[Na]O,1310-73-2,JANAF,8.006,ok_<1%,-0.878,ok_<1%,-0.878,ok_consensus,-0.878
Naphthalene,C1=CC=C2C=CC=CC2=C1,91-20-3,ATcT_0K,89.8714,warn_1-2%,1.025,n/a,,ok_one_source,1.025
Ni(CO)4,[Ni](=C=O)(=C=O)(=C=O)=C=O,,NIST,50.74,n/a,,n/a,,n/a,
NiBr2,Br[Ni]Br,,Gurvich,6.71,n/a,,n/a,,n/a,
NiCl,[Ni]Cl,13931-83-4,CRC,3.63,n/a,,n/a,,n/a,
NiCl2,Cl[Ni]Cl,7718-54-9,JANAF,7.74,n/a,,n/a,,n/a,
NiF,[Ni]F,,CRC,4.36,n/a,,n/a,,n/a,
NiF2,F[Ni]F,10028-18-9,JANAF,9.58,n/a,,n/a,,n/a,
NiF3,F[Ni](F)F,,Gurvich,11.762,n/a,,n/a,,n/a,
NiH,[Ni][H],14332-32-2,3dMLBE20,2.54,n/a,,n/a,,n/a,
NiO,[Ni]=O,34492-97-2,CRC,3.91,n/a,,n/a,,n/a,
Nitric_acid,[N+](=O)(O)[O-],7697-37-2,ATcT_0K,16.0815,ok_<1%,-0.018,fail_>2%,-15.965,one_source_fail,-0.018
Nitrosobenzene,C1=CC=C(C=C1)N=O,586-96-9,ATcT_0K,60.6239,warn_1-2%,1.053,warn_1-2%,1.056,ok_consensus,1.053
Nitrosomethane,CN=O,865-40-7,ATcT_0K,20.6887,n/a,,warn_1-2%,1.283,ok_one_source,1.283
Nitrosyl_chloride,N(=O)Cl,2696-92-6,ATcT_0K,8.1107,ok_<1%,-0.014,warn_1-2%,1.032,ok_consensus,-0.014
Nitrous_acid,N(=O)O,7782-77-6,ATcT_0K,12.9725,ok_<1%,0.116,warn_1-2%,1.198,ok_consensus,0.116
O2,O=O,7782-44-7,ATcT,5.116,ok_<1%,0.014,ok_<1%,0.96,ok_consensus,0.014
OCl,[O]Cl,,HH,2.75,n/a,,n/a,,n/a,
OF,[O]F,,HH,2.24,n/a,,n/a,,n/a,
OH,[O][H],,ATcT,4.392,n/a,,n/a,,n/a,
Oxaziridine,C1NO1,6827-26-5,ATcT_0K,20.3288,n/a,,n/a,,n/a,
Oxiranyl,C1[CH]O1,31586-84-2,ATcT_0K,22.2306,n/a,,warn_1-2%,1.265,ok_one_source,1.265
P2,[P]#[P],12185-09-0,ATcT,5.033,ok_<1%,0.303,ok_<1%,0.77,ok_consensus,0.303
PCl,[P]Cl,,HH,3.19,n/a,,n/a,,n/a,
PCl3,ClP(Cl)Cl,7719-12-2,NIST-derived,9.94,ok_<1%,0.182,ok_<1%,0.473,ok_consensus,0.182
PCl5,Cl[P](Cl)(Cl)(Cl)Cl,10026-13-8,NIST,12.76,fail_>2%,3.096,fail_>2%,5.576,conflict,3.096
PF,[P]F,,HH,4.47,n/a,,n/a,,n/a,
PF2Cl,FP(F)Cl,14335-40-1,JANAF,13.106,n/a,,fail_>2%,5.306,single_fail,5.306
PF5,FP(F)(F)(F)F,7647-19-0,JANAF,23.67,ok_<1%,0.058,ok_<1%,-0.541,ok_consensus,0.058
PFCl2,ClP(Cl)F,15597-63-4,JANAF,11.188,n/a,,fail_>2%,6.571,single_fail,6.571
PH,[P][H],,HH,2.95,n/a,,n/a,,n/a,
PH3,P,7803-51-2,ATcT,9.89,ok_<1%,-0.324,warn_1-2%,1.133,ok_consensus,-0.324
PN,[P]#N,17739-47-8,HH,6.39,ok_<1%,0.186,ok_<1%,0.187,ok_consensus,0.186
PO,[P]=O,,HH,5.69,n/a,,n/a,,n/a,
POBr3,BrP(Br)(Br)=O,7789-59-5,Gurvich,13.083,n/a,,n/a,,n/a,
POCl3,ClP(Cl)(Cl)=O,10025-87-3,NIST,14.78,fail_>2%,3.527,fail_>2%,4.315,conflict,3.527
POF3,FP(F)(F)=O,13478-20-1,JANAF,21.328,ok_<1%,-0.098,ok_<1%,-0.105,ok_consensus,-0.098
PS,[P]=S,,HH,4.5,n/a,,n/a,,n/a,
Pentachloroethane,C(C(Cl)(Cl)Cl)(Cl)Cl,76-01-7,ATcT_0K,24.7442,warn_1-2%,1.102,warn_1-2%,1.102,ok_consensus,1.102
Pentatetraene,C=C=C=C=C,21986-03-8,ATcT_0K,41.1301,n/a,,warn_1-2%,1.07,ok_one_source,1.07
Peroxyhypochlorous_acid,OOCl,67952-07-2,ATcT_0K,8.5544,n/a,,n/a,,n/a,
Peroxynitrous_acid,N(=O)OO,14691-52-2,ATcT_0K,14.7104,n/a,,fail_>2%,2.219,single_fail,2.219
Phenanthrene,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,85-01-8,ATcT_0K,123.2118,warn_1-2%,1.036,n/a,,ok_one_source,1.036
Phenylethene,C=CC1=CC=CC=C1,100-42-5,ATcT_0K,75.1377,warn_1-2%,1.115,warn_1-2%,1.101,ok_consensus,1.101
Phosgene,C(=O)(Cl)Cl,75-44-5,ATcT_0K,14.6654,ok_<1%,0.046,ok_<1%,0.987,ok_consensus,0.046
Propadienone,C=C=C=O,61244-93-7,ATcT_0K,27.7867,n/a,,n/a,,n/a,
S2,[S]=[S],23550-45-0,ATcT,4.369,ok_<1%,0.001,ok_<1%,0.995,ok_consensus,0.001
S2Cl2,ClSSCl,10025-67-9,NIST,8.46,ok_<1%,-0.317,ok_<1%,-0.317,ok_consensus,-0.317
S2F10,FS(F)(F)(F)(F)S(F)(F)(F)(F)F,5714-22-7,Gurvich,35.375,fail_>2%,-4.747,ok_<1%,-0.019,one_source_fail,-0.019
S2F2,FSSF,13709-35-8,Gurvich,11.412,n/a,,fail_>2%,-5.975,single_fail,-5.975
S2O,S=S=O,20901-21-7,Gurvich,8.908,ok_<1%,0.008,ok_<1%,0.059,ok_consensus,0.008
SCl,[S]Cl,,HH,2.68,n/a,,n/a,,n/a,
SCl2,ClSCl,10545-99-0,NIST,5.569,ok_<1%,0.003,ok_<1%,0.003,ok_consensus,0.003
SF,[S]F,,HH,3.36,n/a,,n/a,,n/a,
SF2,FSF,13814-25-0,JANAF,7.47,ok_<1%,-0.045,warn_1-2%,1.159,ok_consensus,-0.045
SF4,FS(F)(F)F,7783-60-0,JANAF,13.86,ok_<1%,-0.027,warn_1-2%,1.301,ok_consensus,-0.027
SF6,FS(F)(F)(F)(F)F,2551-62-4,JANAF,20.459,ok_<1%,-0.004,ok_<1%,-0.058,ok_consensus,-0.004
SF6,F[S](F)(F)(F)(F)F,2551-62-4,NIST-derived,20.27,ok_<1%,-0.554,ok_<1%,0.874,ok_consensus,-0.554
SH,[S][H],,ATcT,3.56,n/a,,n/a,,n/a,
SO,O=S,2243010-16-2,ATcT_0K,5.343,n/a,,n/a,,n/a,
SO2mol,O=S=O,7446-09-5,ATcT,11.03,ok_<1%,-0.125,ok_<1%,-0.229,ok_consensus,-0.125
SO3mol,O=S(=O)=O,7446-11-9,NIST,14.31,warn_1-2%,1.804,warn_1-2%,1.546,ok_consensus,1.546
SOBr2,BrS(Br)=O,507-16-4,Gurvich,8.707,n/a,,n/a,,n/a,
SOCl2,ClS(Cl)=O,7719-09-7,NIST,10.172,n/a,,n/a,,n/a,
SOF2,FS(=O)F,7783-42-8,NIST,12.738,n/a,,fail_>2%,3.34,single_fail,3.34
ScBr2,Br[Sc]Br,,Gurvich,9.862,n/a,,n/a,,n/a,
ScCl,[Sc]Cl,,CRC,4.62,n/a,,n/a,,n/a,
ScCl2,Cl[Sc]Cl,,JANAF,10.98,n/a,,n/a,,n/a,
ScCl3,Cl[Sc](Cl)Cl,10361-84-9,JANAF,14.745,n/a,,n/a,,n/a,
ScF,[Sc]F,,CRC,5.99,n/a,,n/a,,n/a,
ScH,[Sc][H],,3dMLBE20,2.06,n/a,,n/a,,n/a,
ScO,[Sc]=O,,CRC,6.96,n/a,,n/a,,n/a,
ScOH,O[Sc],,Gurvich,11.369,n/a,,n/a,,n/a,
Si2,[Si]=[Si],12597-35-2,HH,3.21,ok_<1%,0.737,n/a,,ok_one_source,0.737
Si2Cl6,Cl[Si](Cl)(Cl)[Si](Cl)(Cl)Cl,13465-77-5,JANAF,27.372,n/a,,n/a,,n/a,
Si2H6,[SiH3][SiH3],1590-87-0,NIST,22.08,ok_<1%,-0.127,ok_<1%,0.185,ok_consensus,-0.127
SiBr4,Br[Si](Br)(Br)Br,7789-66-4,JANAF,13.666,ok_<1%,-0.426,n/a,,ok_one_source,-0.426
SiC,[Si]#[C],,HH,4.64,n/a,,n/a,,n/a,
SiCl,[Si]Cl,,HH,4.02,n/a,,n/a,,n/a,
SiCl2,Cl[Si]Cl,13569-32-9,JANAF,8.988,warn_1-2%,-1.33,n/a,,ok_one_source,-1.33
SiCl4,Cl[Si](Cl)(Cl)Cl,10026-04-7,NIST-derived,16.5,ok_<1%,0.339,ok_<1%,0.339,ok_consensus,0.339
SiF,[Si]F,11128-24-8,HH,5.57,fail_>2%,2.398,fail_>2%,3.311,conflict,2.398
SiF3Br,F[Si](F)(F)Br,14049-39-9,Gurvich,19.305,n/a,,n/a,,n/a,
SiF3Cl,F[Si](F)(F)Cl,14049-36-6,JANAF,21.113,n/a,,n/a,,n/a,
SiF3H,F[SiH](F)F,13465-71-9,JANAF,19.658,fail_>2%,11.084,fail_>2%,-37.008,conflict,11.084
SiF4,F[Si](F)(F)F,7783-61-1,NIST,24.59,ok_<1%,-0.34,ok_<1%,0.418,ok_consensus,-0.34
SiH,[Si][H],13774-94-2,HH,3.06,ok_<1%,-0.051,warn_1-2%,-1.289,ok_consensus,-0.051
SiH2Cl2,Cl[SiH2]Cl,4109-96-0,NIST,15.019,ok_<1%,-0.002,n/a,,ok_one_source,-0.002
SiH2F2,F[SiH2]F,39384-00-4,NIST,17.244,n/a,,n/a,,n/a,
SiH3Br,[SiH3]Br,,JANAF,13.323,n/a,,n/a,,n/a,
SiH3Cl,[SiH3]Cl,13465-78-6,JANAF,13.96,ok_<1%,-0.033,n/a,,ok_one_source,-0.033
SiH3F,[SiH3]F,,JANAF,15.95,n/a,,n/a,,n/a,
SiH4,[SiH4],7803-62-5,ATcT,12.94,warn_1-2%,1.417,fail_>2%,3.14,one_source_fail,1.417
SiHCl3,Cl[SiH](Cl)Cl,10025-78-2,NIST,15.838,ok_<1%,-0.001,fail_>2%,-64.945,one_source_fail,-0.001
SiO,[Si]#[O],10097-28-6,ATcT,8.26,n/a,,n/a,,n/a,
SiOCl2,Cl[Si](=O)Cl,73551-05-0,Gurvich,15.395,n/a,,n/a,,n/a,
SiOF2,F[Si](=O)F,14041-22-6,Gurvich,18.692,n/a,,fail_>2%,-2.581,single_fail,-2.581
SiS,[Si]#[S],,HH,6.39,n/a,,n/a,,n/a,
Sulfuric_acid,OS(=O)(=O)O,7664-93-9,ATcT_0K,24.9695,ok_<1%,0.173,warn_1-2%,1.386,ok_consensus,0.173
Sulfurous_acid,OS(=O)O,7782-99-2,ATcT_0K,20.1548,n/a,,n/a,,n/a,
THF,C1CCOC1,109-99-9,NIST,52.28,n/a,,ok_<1%,-0.037,ok_one_source,-0.037
THP,C1CCOCC1,142-68-7,NIST,64.63,ok_<1%,0.009,ok_<1%,0.016,ok_consensus,0.009
THT,C1CCSC1,110-01-0,NIST,50.83,ok_<1%,0.359,ok_<1%,0.29,ok_consensus,0.29
TMA,CN(C)C,75-50-3,NIST,48.32,warn_1-2%,-1.155,warn_1-2%,-1.155,ok_consensus,-1.155
TMP,CP(C)C,594-09-2,NIST,46.01,n/a,,fail_>2%,2.035,single_fail,2.035
Tetrabromomethane,C(Br)(Br)(Br)Br,558-13-4,ATcT_0K,10.5299,warn_1-2%,1.665,fail_>2%,6.801,one_source_fail,1.665
Tetrachloroethene,C(=C(Cl)Cl)(Cl)Cl,127-18-4,ATcT_0K,19.9188,ok_<1%,0.136,ok_<1%,0.459,ok_consensus,0.136
Tetrachloromethane,C(Cl)(Cl)(Cl)Cl,56-23-5,ATcT_0K,13.2588,ok_<1%,0.293,n/a,,ok_one_source,0.293
Tetrafluoroethylene,C(=C(F)F)(F)F,116-14-3,ATcT_0K,24.9024,ok_<1%,0.319,ok_<1%,0.282,ok_consensus,0.282
Tetrafluoromethane,C(F)(F)(F)F,75-73-0,ATcT_0K,20.1929,n/a,,ok_<1%,0.979,ok_one_source,0.979
TiBr2,Br[Ti]Br,13783-04-5,JANAF,8.848,n/a,,n/a,,n/a,
TiCl,[Ti]Cl,,JANAF,4.44,n/a,,n/a,,n/a,
TiCl4,[Ti](Cl)(Cl)(Cl)Cl,7550-45-0,JANAF,17.84,ok_<1%,0.006,n/a,,ok_one_source,0.006
TiF,[Ti]F,,JANAF,5.84,n/a,,n/a,,n/a,
TiF2,F[Ti]F,13814-20-5,JANAF,13.678,n/a,,n/a,,n/a,
TiF4,[Ti](F)(F)(F)F,7783-63-3,JANAF,24.27,n/a,,n/a,,n/a,
TiH,[Ti][H],,3dMLBE20,2.08,n/a,,n/a,,n/a,
TiI4,[Ti](I)(I)(I)I,7720-83-4,JANAF,12.199,n/a,,n/a,,n/a,
TiO,[Ti]=O,12137-20-1,JANAF,6.87,ok_<1%,0.745,n/a,,ok_one_source,0.745
TiO2,O=[Ti]=O,13463-67-7,JANAF,13.23,ok_<1%,0.023,n/a,,ok_one_source,0.023
TiOCl2,Cl[Ti](=O)Cl,,JANAF,15.938,n/a,,n/a,,n/a,
TiOH,O[Ti],,Gurvich,11.662,n/a,,n/a,,n/a,
Tribromochloromethane,C(Cl)(Br)(Br)Br,594-15-0,ATcT_0K,11.2062,n/a,,fail_>2%,3.637,single_fail,3.637
Tribromofluoromethane,C(F)(Br)(Br)Br,353-54-8,ATcT_0K,12.6796,n/a,,fail_>2%,3.317,single_fail,3.317
Trimethylsiloxy,C[Si](C)(C)[O],54572-10-0,ATcT_0K,51.4013,n/a,,n/a,,n/a,
Trimethylsilyl,C[Si](C)C,16571-41-8,ATcT_0K,46.4011,n/a,,warn_1-2%,-1.148,ok_one_source,-1.148
VCl4,[V](Cl)(Cl)(Cl)Cl,7632-51-1,JANAF,15.8,n/a,,n/a,,n/a,
VF,[V]F,,CRC,5.45,n/a,,n/a,,n/a,
VF2,F[V]F,,JANAF,12.945,n/a,,n/a,,n/a,
VF3,F[V](F)F,,JANAF,17.737,n/a,,n/a,,n/a,
VF4,F[V](F)(F)F,,JANAF,21.306,n/a,,n/a,,n/a,
VF5,[V](F)(F)(F)(F)F,,JANAF,24.29,n/a,,n/a,,n/a,
VH,[V][H],,3dMLBE20,2.13,n/a,,n/a,,n/a,
VO,[V]=O,12035-98-2,JANAF,6.545,ok_<1%,0.678,n/a,,ok_one_source,0.678
VO2,O=[V]=O,12036-21-4,JANAF,13.448,n/a,,n/a,,n/a,
VOCl3,Cl[V](=O)(Cl)Cl,,JANAF,19.301,n/a,,n/a,,n/a,
VOF3,F[V](=O)(F)F,,JANAF,22.558,n/a,,n/a,,n/a,
VinylCl,C=CCl,75-01-4,NIST,22.66,ok_<1%,0.014,ok_<1%,-0.037,ok_consensus,0.014
VinylF,FC=C,75-02-5,NIST,23.9,ok_<1%,0.036,ok_<1%,-0.142,ok_consensus,0.036
Vinyl_bromide,C=CBr,593-60-2,ATcT_0K,21.7036,warn_1-2%,1.239,warn_1-2%,1.572,ok_consensus,1.239
Vinyl_iodide,C=CI,593-66-8,ATcT_0K,21.1231,ok_<1%,-0.031,warn_1-2%,1.254,ok_consensus,-0.031
Vinylidene_2143693,C=[C],,ATcT_0K,14.9624,n/a,,n/a,,n/a,
ZnCl,[Zn]Cl,,CRC,2.29,n/a,,n/a,,n/a,
ZnF,[Zn]F,,JANAF,3.7,n/a,,n/a,,n/a,
ZnF2,F[Zn]F,573640-07-0,JANAF,8.53,n/a,,n/a,,n/a,
ZnH,[Zn][H],,CRC,0.85,n/a,,n/a,,n/a,
ZnI2,I[Zn]I,10139-47-6,JANAF,4.192,n/a,,n/a,,n/a,
ZnO,[Zn]=O,174846-84-5,NIST,1.61,n/a,,n/a,,n/a,
acenaphthene,C1CC2=CC=CC3=C2C1=CC=C3,83-32-9,NIST,110.112,n/a,,n/a,,n/a,
acenaphthylene,C1=CC2=C3C(=C1)C=CC3=CC=C2,208-96-8,NIST,104.505,ok_<1%,-0.022,n/a,,ok_one_source,-0.022
acetal,CCOC(OCC)C,105-57-7,NIST,86.028,n/a,,n/a,,n/a,
acetaldehyde_dimethyl_acetal,CC(OC)OC,534-15-6,NIST,61.51,ok_<1%,-0.0,n/a,,ok_one_source,-0.0
acetic_acid,CC(=O)O,64-19-7,ATcT,33.544,ok_<1%,-0.015,ok_<1%,0.013,ok_consensus,0.013
acetone,CC(=O)C,67-64-1,NIST,40.673,ok_<1%,-0.001,ok_<1%,0.0,ok_consensus,0.0
acetone,CC(C)=O,67-64-1,NIST,40.57,ok_<1%,0.253,ok_<1%,0.254,ok_consensus,0.253
acetophenone,CC(=O)C1=CC=CC=C1,98-86-2,NIST,80.979,n/a,,ok_<1%,0.0,ok_one_source,0.0
acetophenone,CC(=O)c1ccccc1,98-86-2,NIST,80.98,n/a,,ok_<1%,-0.001,ok_one_source,-0.001
acetylacetone,CC(=O)CC(=O)C,123-54-6,NIST,64.327,ok_<1%,0.057,n/a,,ok_one_source,0.057
acrolein,C=CC=O,107-02-8,NIST,34.58,ok_<1%,-0.537,ok_<1%,0.084,ok_consensus,0.084
acrolein,O=CC=C,107-02-8,NIST,34.582,ok_<1%,-0.543,ok_<1%,0.079,ok_consensus,0.079
acrylN,C=CC#N,107-13-1,NIST,32.04,ok_<1%,0.153,ok_<1%,0.053,ok_consensus,0.053
acrylamide,C=CC(=O)N,79-06-1,NIST,42.382,ok_<1%,0.07,n/a,,ok_one_source,0.07
acrylic_acid,C=CC(=O)O,79-10-7,NIST,39.907,ok_<1%,-0.17,ok_<1%,-0.104,ok_consensus,-0.104
acrylic_acid,OC(=O)C=C,79-10-7,NIST,39.83,ok_<1%,0.023,ok_<1%,0.089,ok_consensus,0.023
adamantane,C1C2CC3CC1CC(C2)C3,281-23-2,NIST,111.824,ok_<1%,-0.002,ok_<1%,0.001,ok_consensus,0.001
adiponitrile,N#CCCCCC#N,111-69-3,NIST,71.555,n/a,,n/a,,n/a,
alanine,CC(N)C(=O)O,1222-66-8,NIST,52.558,n/a,,n/a,,n/a,
allene,C=C=C,463-49-0,NIST,29.35,ok_<1%,-0.025,ok_<1%,-0.026,ok_consensus,-0.025
allyl_alcohol,C=CCO,107-18-6,NIST,39.713,ok_<1%,-0.023,ok_<1%,-0.023,ok_consensus,-0.023
allyl_alcohol,OCC=C,107-18-6,NIST,39.713,ok_<1%,-0.023,ok_<1%,-0.023,ok_consensus,-0.023
allyl_chloride,C=CCCl,107-05-1,NIST,34.886,ok_<1%,0.028,ok_<1%,0.657,ok_consensus,0.028
aniline,Nc1ccccc1,62-53-3,NIST,63.91,ok_<1%,0.735,ok_<1%,0.735,ok_consensus,0.735
anisole,COC1=CC=CC=C1,100-66-3,NIST,73.357,ok_<1%,0.123,ok_<1%,0.101,ok_consensus,0.101
anisole,COc1ccccc1,100-66-3,NIST,73.357,n/a,,ok_<1%,0.101,ok_one_source,0.101
anthracene,C1=CC2=CC3=CC=CC=C3C=C2C=C1,120-12-7,NIST,124.191,ok_<1%,0.083,ok_<1%,0.189,ok_consensus,0.083
azetidine,C1CNC1,503-29-7,NIST,42.175,n/a,,ok_<1%,-0.461,ok_one_source,-0.461
barbituric_acid,O=C1CC(=O)NC(=O)N1,67-52-7,NIST,61.892,n/a,,n/a,,n/a,
benzaldehyde,C1=CC=C(C=C1)C=O,100-52-7,NIST,68.515,ok_<1%,0.007,ok_<1%,0.037,ok_consensus,0.007
benzaldehyde,O=Cc1ccccc1,100-52-7,NIST,68.52,ok_<1%,-0.001,ok_<1%,0.029,ok_consensus,-0.001
benzene,c1ccccc1,71-43-2,NIST,56.42,ok_<1%,0.353,n/a,,ok_one_source,0.353
benzimidazole,C1=CC=C2C(=C1)N=CN2,51-17-2,NIST,73.468,n/a,,n/a,,n/a,
benzofuran,C1=CC=C2C(=C1)C=CO2,271-89-6,NIST,75.601,n/a,,n/a,,n/a,
benzofuran,c1ccc2occc2c1,271-89-6,NIST,75.676,n/a,,n/a,,n/a,
benzoic_acid,C1=CC=C(C=C1)C(=O)O,65-85-0,NIST,73.764,n/a,,ok_<1%,0.075,ok_one_source,0.075
benzoic_acid,OC(=O)c1ccccc1,65-85-0,NIST,73.764,n/a,,ok_<1%,0.075,ok_one_source,0.075
benzonitrile,C1=CC=C(C=C1)C#N,100-47-0,NIST,65.956,ok_<1%,-0.053,ok_<1%,0.041,ok_consensus,0.041
benzonitrile,N#Cc1ccccc1,100-47-0,NIST,65.956,ok_<1%,-0.053,ok_<1%,0.041,ok_consensus,0.041
benzothiophene,c1ccc2sccc2c1,95-15-8,NIST,76.391,n/a,,fail_>2%,-2.954,single_fail,-2.954
benzoxazole,c1ccc2ocnc2c1,273-53-0,NIST,70.306,n/a,,ok_<1%,0.0,ok_one_source,0.0
benzyl_chloride,ClCC1=CC=CC=C1,100-44-7,NIST,69.037,n/a,,n/a,,n/a,
beta-propiolactone,O=C1CCO1,57-57-8,NIST,39.42,ok_<1%,0.369,n/a,,ok_one_source,0.369
beta_propiolactone,C1CC(=O)O1,57-57-8,NIST,39.409,ok_<1%,0.397,n/a,,ok_one_source,0.397
biphenyl,C1=CC=C(C=C1)C2=CC=CC=C2,92-52-4,NIST,109.842,ok_<1%,-0.0,n/a,,ok_one_source,-0.0
biphenyl,c1ccc(-c2ccccc2)cc1,92-52-4,NIST,109.843,ok_<1%,-0.001,n/a,,ok_one_source,-0.001
biuret,NC(=O)NC(=O)N,108-19-0,NIST,51.641,n/a,,n/a,,n/a,
bromobenzene,Brc1ccccc1,108-86-1,NIST,55.931,ok_<1%,0.0,ok_<1%,-0.0,ok_consensus,0.0
bromobenzene,C1=CC=C(C=C1)Br,108-86-1,NIST,55.931,ok_<1%,0.0,ok_<1%,-0.0,ok_consensus,0.0
butad,C=CC=C,106-99-0,NIST,42.13,ok_<1%,0.014,ok_<1%,-0.026,ok_consensus,0.014
butanal,CCCC=O,123-72-8,NIST,52.52,ok_<1%,-0.029,ok_<1%,-0.016,ok_consensus,-0.016
butane,CCCC,106-97-8,NIST,53.61,ok_<1%,-0.002,ok_<1%,-0.002,ok_consensus,-0.002
butyl_acetate,CCCCOC(=O)C,123-86-4,NIST,81.875,n/a,,n/a,,n/a,
butyrN,CCCC#N,109-74-0,NIST,50.08,n/a,,ok_<1%,0.046,ok_one_source,0.046
butyric_acid,CCCC(=O)O,107-92-6,NIST,57.883,ok_<1%,0.002,ok_<1%,-0.009,ok_consensus,0.002
cC3H6,C1CC1,75-19-4,NIST,35.29,ok_<1%,-0.007,ok_<1%,-0.007,ok_consensus,-0.007
cC4H8,C1CCC1,287-23-0,NIST,47.49,ok_<1%,0.005,ok_<1%,0.005,ok_consensus,0.005
cHex,C1CCCCC1,110-82-7,NIST,72.96,ok_<1%,-0.005,ok_<1%,-0.02,ok_consensus,-0.005
caprolactam,C1CCC(=O)NCC1,105-60-2,NIST,79.182,n/a,,n/a,,n/a,
carbonyl_sulfide,C(=O)=S,463-58-1,NIST,14.318,ok_<1%,0.235,ok_<1%,0.235,ok_consensus,0.235
catechol,C1=CC=C(C(=C1)O)O,120-80-9,NIST,66.114,n/a,,ok_<1%,0.081,ok_one_source,0.081
chlorobenzene,C1=CC=C(C=C1)Cl,108-90-7,NIST,56.583,ok_<1%,-0.045,ok_<1%,-0.045,ok_consensus,-0.045
chlorobenzene,Clc1ccccc1,108-90-7,NIST,56.583,ok_<1%,-0.045,ok_<1%,-0.045,ok_consensus,-0.045
chloroform,ClC(Cl)Cl,67-66-3,NIST,14.527,ok_<1%,-0.026,ok_<1%,-0.01,ok_consensus,-0.01
cis-2-pentene,CCC=CC,109-68-2,NIST,60.012,n/a,,n/a,,n/a,
cis_1_2_Dibromoethene,C(=C\Br)\Br,590-11-4,ATcT_0K,20.2872,n/a,,n/a,,n/a,
cis_1_2_Dichloroethene,C(=C\Cl)\Cl,156-59-2,ATcT_0K,21.6646,ok_<1%,0.066,n/a,,ok_one_source,0.066
