name,smiles,cas,source,D_exp_eV,cccbdb_status,cccbdb_diff_pct,burcat_status,burcat_diff_pct,combined_status,best_diff_pct
cresol_m,CC1=CC(=CC=C1)O,108-39-4,NIST,74.024,n/a,,n/a,,n/a,
cresol_o,CC1=CC=CC=C1O,95-48-7,NIST,73.986,n/a,,n/a,,n/a,
cresol_p,CC1=CC=C(C=C1)O,106-44-5,NIST,73.953,n/a,,n/a,,n/a,
crotonaldehyde,CC=CC=O,4170-30-3,NIST,46.915,ok_<1%,0.154,n/a,,ok_one_source,0.154
crotonic_acid,CC=CC(=O)O,503-64-0,NIST,51.967,n/a,,n/a,,n/a,
cumene,CC(C)C1=CC=CC=C1,98-82-8,NIST,93.922,n/a,,ok_<1%,0.001,ok_one_source,0.001
cumene,CC(C)c1ccccc1,98-82-8,NIST,94.004,n/a,,ok_<1%,-0.086,ok_one_source,-0.086
cyanamide,NC#N,420-04-2,NIST,20.287,ok_<1%,0.339,ok_<1%,0.243,ok_consensus,0.243
cyclodecane,C1CCCCCCCCC1,293-96-9,NIST,121.063,n/a,,fail_>2%,-2.641,single_fail,-2.641
cycloheptane,C1CCCCCC1,291-64-5,NIST,84.851,n/a,,ok_<1%,-0.031,ok_one_source,-0.031
cyclohexanol,C1CCC(CC1)O,108-93-0,NIST,77.229,n/a,,fail_>2%,-7.775,single_fail,-7.775
cyclohexanol,OC1CCCCC1,108-93-0,NIST,77.229,n/a,,fail_>2%,-7.775,single_fail,-7.775
cyclohexanone,C1CCC(=O)CC1,108-94-1,NIST,72.087,ok_<1%,0.072,n/a,,ok_one_source,0.072
cyclohexanone,O=C1CCCCC1,108-94-1,NIST,72.555,ok_<1%,-0.574,n/a,,ok_one_source,-0.574
cyclohexene,C1CCC=CC1,110-83-8,NIST,67.206,ok_<1%,-0.0,ok_<1%,0.004,ok_consensus,-0.0
cyclohexylamine,NC1CCCCC1,108-91-8,NIST,79.917,n/a,,n/a,,n/a,
cyclooctane,C1CCCCCCC1,292-64-8,NIST,96.863,ok_<1%,0.018,ok_<1%,-0.001,ok_consensus,-0.001
cyclopentadiene,C1C=CC=C1,542-92-7,NIST,49.304,ok_<1%,-0.001,ok_<1%,-0.001,ok_consensus,-0.001
cyclopentane,C1CCCC1,287-92-3,NIST,60.44,ok_<1%,0.153,ok_<1%,0.153,ok_consensus,0.153
cyclopentanol,OC1CCCC1,96-41-3,NIST,64.824,ok_<1%,0.009,ok_<1%,0.016,ok_consensus,0.009
cyclopentanone,O=C1CCCC1,120-92-3,NIST,59.788,ok_<1%,-0.0,ok_<1%,0.047,ok_consensus,-0.0
cyclopentene,C1CC=CC1,142-29-0,NIST,54.863,ok_<1%,0.0,ok_<1%,0.0,ok_consensus,0.0
cyclopropene,C1C=C1,2781-85-3,NIST,28.449,ok_<1%,0.004,ok_<1%,-0.003,ok_consensus,-0.003
cytosine,NC1=NC(=O)NC=C1,71-30-7,NIST,58.898,n/a,,ok_<1%,0.187,ok_one_source,0.187
decane,CCCCCCCCCC,124-18-5,NIST,126.62,ok_<1%,-0.037,ok_<1%,-0.038,ok_consensus,-0.037
delta_valerolactone,O=C1CCCCO1,542-28-9,NIST,64.349,n/a,,n/a,,n/a,
di-n-butylamine,CCCCNCCCC,111-92-2,NIST,108.874,n/a,,n/a,,n/a,
di-n-propyl_ether,CCCOCCC,111-43-3,NIST,81.818,ok_<1%,-0.0,ok_<1%,-0.006,ok_consensus,-0.0
diacetyl,CC(=O)C(=O)C,431-03-8,NIST,51.804,ok_<1%,0.03,ok_<1%,-0.031,ok_consensus,0.03
diallyl_sulfide,C=CCSCC=C,592-88-1,Pedley1986,69.34,n/a,,n/a,,n/a,
dicyanog,N#CC#N,460-19-5,NIST,21.45,ok_<1%,0.0,n/a,,ok_one_source,0.0
diethanolamine,OCCNCCO,111-42-2,NIST,69.718,n/a,,n/a,,n/a,
diethyl_carbonate,CCOC(=O)OCC,105-58-8,NIST,74.093,n/a,,ok_<1%,-0.069,ok_one_source,-0.069
diethyl_disulfide,CCSSCC,110-81-6,NIST,58.827,n/a,,n/a,,n/a,
diethyl_oxalate,CCOC(=O)C(=O)OCC,95-92-1,NIST,85.182,n/a,,n/a,,n/a,
diethyl_sulfide,CCSCC,352-93-2,NIST,56.044,ok_<1%,-0.001,ok_<1%,-0.035,ok_consensus,-0.001
diethyl_sulfoxide,CCS(=O)CC,70-29-1,NIST,59.885,ok_<1%,0.004,n/a,,ok_one_source,0.004
diethylamine,CCNCC,109-89-7,NIST,60.74,n/a,,n/a,,n/a,
difluorobromomethane,FC(F)Br,1511-62-2,NIST,16.887,ok_<1%,0.077,ok_<1%,-0.125,ok_consensus,0.077
diglyme,COCCOC,110-71-4,NIST,60.99,ok_<1%,0.055,n/a,,ok_one_source,0.055
diisopropyl_ether,CC(C)OC(C)C,108-20-3,NIST,82.09,n/a,,n/a,,n/a,
diisopropylamine,CC(C)NC(C)C,108-18-9,NIST,84.852,n/a,,n/a,,n/a,
diketene,C=CC(=O)OC=C,2177-18-6,NIST,57.934,n/a,,n/a,,n/a,
dimethoxymethane,COCOC,109-87-5,NIST,49.136,ok_<1%,-0.007,ok_<1%,0.02,ok_consensus,-0.007
dimethyl_disulfide,CSSC,624-92-0,NIST,34.408,ok_<1%,-0.002,ok_<1%,-0.001,ok_consensus,-0.001
dimethyl_methylphosphonate,CP(=O)(OC)OC,756-79-6,NIST,62.663,n/a,,n/a,,n/a,
dimethyl_phosphite,COP(=O)OC,,NIST,49.069,n/a,,n/a,,n/a,
dimethyl_sulfone,CS(=O)(=O)C,67-71-0,NIST,40.317,n/a,,n/a,,n/a,
dimethylphosphine,CPC,676-59-5,NIST,34.377,n/a,,ok_<1%,0.421,ok_one_source,0.421
dimethylurea,CNC(=O)NC,96-31-1,NIST,55.974,warn_1-2%,-1.676,n/a,,ok_one_source,-1.676
divinyl_ether,C=COC=C,109-93-3,NIST,46.194,ok_<1%,-0.459,n/a,,ok_one_source,-0.459
dodecane,CCCCCCCCCCCC,112-40-3,NIST,150.894,n/a,,ok_<1%,-0.001,ok_one_source,-0.001
epichlorohydrin,ClCC1CO1,106-89-8,NIST,38.959,warn_1-2%,-1.078,n/a,,ok_one_source,-1.078
ethanol,CCO,64-17-5,NIST,33.43,ok_<1%,-0.005,ok_<1%,-0.001,ok_consensus,-0.001
ethanolamine,NCCO,141-43-5,NIST,40.216,n/a,,n/a,,n/a,
ethyl_acetate,CC(=O)OCC,141-78-6,NIST,57.559,ok_<1%,0.016,ok_<1%,0.016,ok_consensus,0.016
ethyl_acrylate,CCOC(=O)C=C,140-88-5,NIST,64.049,n/a,,n/a,,n/a,
ethyl_formate,CCOC=O,109-94-4,NIST,44.855,ok_<1%,0.621,ok_<1%,0.621,ok_consensus,0.621
ethyl_propanoate,CCOC(=O)CC,105-37-3,NIST,70.109,n/a,,ok_<1%,-0.536,ok_one_source,-0.536
ethyl_propyl_ether,CCCOCC,628-32-0,NIST,69.654,ok_<1%,0.002,n/a,,ok_one_source,0.002
ethyl_vinyl_ether,CCOC=C,109-92-2,NIST,51.822,ok_<1%,-0.0,n/a,,ok_one_source,-0.0
ethylbenzene,CCC1=CC=CC=C1,100-41-4,NIST,81.708,ok_<1%,-0.0,ok_<1%,-0.002,ok_consensus,-0.0
ethylbenzene,CCc1ccccc1,100-41-4,NIST,81.708,ok_<1%,-0.0,ok_<1%,-0.002,ok_consensus,-0.0
ethylene_carbonate,C1COC(=O)O1,96-49-1,NIST,45.142,n/a,,n/a,,n/a,
ethylene_oxide,C1CO1,75-21-8,NIST,26.95,ok_<1%,0.265,ok_<1%,0.267,ok_consensus,0.265
fluorene,C1=CC=C2C(=C1)CC3=CC=CC=C32,86-73-7,NIST,117.312,ok_<1%,0.011,ok_<1%,0.004,ok_consensus,0.004
fluorobenzene,C1=CC=C(C=C1)F,462-06-6,NIST,57.888,n/a,,ok_<1%,0.0,ok_one_source,0.0
fluorobenzene,Fc1ccccc1,462-06-6,NIST,57.888,ok_<1%,-0.091,ok_<1%,0.0,ok_consensus,0.0
formamid,NC=O,75-12-7,NIST,23.62,ok_<1%,-0.02,ok_<1%,0.14,ok_consensus,-0.02
formamide,C(=O)N,75-12-7,NIST,23.615,ok_<1%,0.001,ok_<1%,0.161,ok_consensus,0.001
furan,c1ccoc1,110-00-9,NIST,41.09,n/a,,warn_1-2%,1.45,ok_one_source,1.45
furfural,O=CC1=CC=CO1,98-01-1,NIST,52.907,n/a,,ok_<1%,-0.027,ok_one_source,-0.027
furfuryl_alcohol,OCC1=CC=CO1,98-00-0,NIST,58.056,n/a,,ok_<1%,0.093,ok_one_source,0.093
gamma-butyrolactone,C1CC(=O)OC1,96-48-0,NIST,52.216,ok_<1%,0.03,n/a,,ok_one_source,0.03
gamma-butyrolactone,O=C1CCCO1,96-48-0,NIST,52.216,ok_<1%,0.03,n/a,,ok_one_source,0.03
glycerol,OCC(O)CO,56-81-5,NIST,54.096,ok_<1%,-0.0,ok_<1%,0.052,ok_consensus,-0.0
glycine,NCC(=O)O,56-40-6,NIST,40.55,ok_<1%,-0.705,n/a,,ok_one_source,-0.705
glycolal,OCC=O,141-46-8,NIST,32.44,n/a,,ok_<1%,-0.292,ok_one_source,-0.292
glycolic_acid,C(C(=O)O)O,79-14-1,NIST,37.689,n/a,,ok_<1%,-0.015,ok_one_source,-0.015
glyoxal,O=CC=O,107-22-2,NIST,26.74,ok_<1%,-0.012,ok_<1%,-0.738,ok_consensus,-0.012
glyoxylic_acid,OC(=O)C=O,298-12-4,NIST,32.025,n/a,,fail_>2%,-11.662,single_fail,-11.662
guaiacol,COC1=CC=CC=C1O,90-05-1,NIST,77.378,n/a,,ok_<1%,0.574,ok_one_source,0.574
heptane,CCCCCCC,142-82-5,NIST,90.09,ok_<1%,0.002,ok_<1%,0.002,ok_consensus,0.002
hexafluorobenzene,C1(=C(C(=C(C(=C1F)F)F)F)F)F,392-56-3,NIST,59.778,ok_<1%,-0.613,fail_>2%,-13.174,one_source_fail,-0.613
hexamethyldisiloxane,C[Si](C)(C)O[Si](C)(C)C,107-46-0,NIST,105.2,n/a,,n/a,,n/a,
hexanal,CCCCCC=O,66-25-1,NIST,76.83,ok_<1%,0.028,n/a,,ok_one_source,0.028
hexane,CCCCCC,110-54-3,NIST,77.93,ok_<1%,-0.002,ok_<1%,-0.002,ok_consensus,-0.002
hydroquinone,C1=CC(=CC=C1O)O,123-31-9,NIST,66.039,n/a,,n/a,,n/a,
iPrOH,CC(C)O,67-63-0,NIST,45.05,ok_<1%,0.244,warn_1-2%,1.634,ok_consensus,0.244
imidazole,C1=CN=CN1,288-32-4,NIST,39.742,ok_<1%,-0.001,ok_<1%,0.127,ok_consensus,-0.001
imidazole,c1cnc[nH]1,288-32-4,NIST,39.742,ok_<1%,-0.001,ok_<1%,0.127,ok_consensus,-0.001
indane,C1CC2=CC=CC=C2C1,496-11-7,NIST,89.326,n/a,,ok_<1%,-0.574,ok_one_source,-0.574
indane,C1Cc2ccccc2C1,496-11-7,NIST,88.816,n/a,,ok_<1%,-0.003,ok_one_source,-0.003
indazole,c1ccc2[nH]ncc2c1,271-44-3,NIST,72.831,n/a,,n/a,,n/a,
indene,C1=Cc2ccccc2C1,95-13-6,NIST,83.233,ok_<1%,0.027,ok_<1%,-0.01,ok_consensus,-0.01
indene,C1C=CC2=CC=CC=C21,95-13-6,NIST,83.261,ok_<1%,-0.007,ok_<1%,-0.044,ok_consensus,-0.007
indole,C1=CC=C2C(=C1)C=CN2,120-72-9,NIST,78.208,n/a,,ok_<1%,0.393,ok_one_source,0.393
iodobenzene,IC1=CC=CC=C1,591-50-4,NIST,55.262,n/a,,ok_<1%,0.316,ok_one_source,0.316
iodoethane,CCI,75-03-6,NIST,27.343,n/a,,ok_<1%,-0.036,ok_one_source,-0.036
iso_Butyl,CC(C)[CH2],,ATcT_0K,48.6367,n/a,,n/a,,n/a,
isobutan,CC(C)C,75-28-5,NIST,53.7,ok_<1%,0.008,ok_<1%,0.015,ok_consensus,0.008
isobutanol,CC(C)CO,78-83-1,NIST,57.83,ok_<1%,-0.001,ok_<1%,0.03,ok_consensus,-0.001
isobuten,C=C(C)C,115-11-7,NIST,47.96,ok_<1%,0.023,ok_<1%,0.008,ok_consensus,0.008
isobutyraldehyde,CC(C)C=O,78-84-2,NIST,52.606,ok_<1%,-0.001,n/a,,ok_one_source,-0.001
isobutyric_acid,CC(C)C(=O)O,79-31-2,NIST,57.968,n/a,,n/a,,n/a,
isooctane,CC(C)CC(C)(C)C,85404-20-2,NIST,102.5,n/a,,n/a,,n/a,
isopent,CC(C)CC,78-78-4,NIST,65.84,ok_<1%,0.008,ok_<1%,0.008,ok_consensus,0.008
isoprene,CC(=C)C=C,78-79-5,NIST,54.43,ok_<1%,-0.001,ok_<1%,-0.009,ok_consensus,-0.001
isopropyl_acetate,CC(=O)OC(C)C,108-21-4,NIST,69.89,n/a,,n/a,,n/a,
isopropyl_acetate,CC(C)OC(=O)C,108-21-4,NIST,69.887,n/a,,n/a,,n/a,
isopropyl_mercaptan,CC(C)S,75-33-2,NIST,44.021,ok_<1%,0.018,ok_<1%,-0.087,ok_consensus,0.018
isopropylamine,CC(C)N,75-31-0,NIST,48.385,ok_<1%,-0.001,n/a,,ok_one_source,-0.001
isoquinoline,C1=CC=C2C=NC=CC2=C1,119-65-3,NIST,85.445,n/a,,ok_<1%,-0.0,ok_one_source,-0.0
isoquinoline,c1ccc2ccncc2c1,119-65-3,NIST,85.445,n/a,,ok_<1%,-0.0,ok_one_source,-0.0
isoxazole,C1=NOC=C1,288-14-2,NIST,35.729,ok_<1%,-0.001,ok_<1%,-0.0,ok_consensus,-0.0
isoxazole,c1conc1,288-14-2,NIST,35.729,ok_<1%,-0.001,ok_<1%,-0.0,ok_consensus,-0.0
lactic_acid,CC(C(=O)O)O,50-21-5,NIST,49.635,n/a,,ok_<1%,0.56,ok_one_source,0.56
m-cresol,Cc1cccc(O)c1,108-39-4,NIST,74.024,n/a,,n/a,,n/a,
m-dichlorobenzene,Clc1cccc(Cl)c1,541-73-1,NIST,56.334,ok_<1%,-0.915,ok_<1%,-0.766,ok_consensus,-0.766
m-xylene,Cc1cccc(C)c1,108-38-3,NIST,81.839,n/a,,n/a,,n/a,
maleic_anhydride,O=C1OC(=O)C=C1,108-31-6,NIST,46.29,n/a,,n/a,,n/a,
maleimide,O=C1C=CC(=O)N1,541-59-3,NIST,48.938,n/a,,n/a,,n/a,
malonic_acid,C(C(=O)O)C(=O)O,141-82-2,NIST,49.329,n/a,,n/a,,n/a,
malononitrile,C(C#N)C#N,109-77-3,NIST,34.671,n/a,,n/a,,n/a,
mesityl_oxide,CC(=CC(=O)C)C,141-79-7,NIST,71.625,n/a,,n/a,,n/a,
mesitylene,CC1=CC(=CC(=C1)C)C,108-67-8,NIST,94.131,n/a,,ok_<1%,0.011,ok_one_source,0.011
methacrylonitrile,CC(=C)C#N,126-98-7,NIST,44.995,n/a,,n/a,,n/a,
methyl_acetate,CC(=O)OC,79-20-9,NIST,45.289,ok_<1%,-0.104,ok_<1%,0.677,ok_consensus,-0.104
methyl_acrylate,COC(=O)C=C,96-33-3,NIST,51.884,ok_<1%,0.0,ok_<1%,0.0,ok_consensus,0.0
methyl_benzoate,COC(=O)C1=CC=CC=C1,93-58-3,NIST,85.647,n/a,,ok_<1%,-0.175,ok_one_source,-0.175
methyl_butyrate,CCCC(=O)OC,623-42-7,NIST,69.625,n/a,,ok_<1%,0.027,ok_one_source,0.027
methyl_cyanoacetate,COC(=O)CC#N,105-34-0,NIST,53.612,n/a,,n/a,,n/a,
methyl_isocyanate,CN=C=O,624-83-9,NIST,30.069,n/a,,n/a,,n/a,
methyl_isopropyl_ketone,CC(C)C(=O)C,563-80-4,NIST,65.038,ok_<1%,-0.001,n/a,,ok_one_source,-0.001
methyl_methacrylate,COC(=O)C(=C)C,80-62-6,NIST,64.028,n/a,,ok_<1%,-0.258,ok_one_source,-0.258
methyl_propanoate,CCC(=O)OC,554-12-1,NIST,57.471,n/a,,ok_<1%,0.022,ok_one_source,0.022
methyl_propyl_ether,CCCOC,557-17-5,NIST,57.355,ok_<1%,-0.0,n/a,,ok_one_source,-0.0
methyl_propyl_sulfide,CCCSC,3877-15-4,NIST,56.031,n/a,,n/a,,n/a,
methyl_salicylate,COC(=O)C1=CC=CC=C1O,119-36-8,NIST,89.77,n/a,,n/a,,n/a,
methyl_thiocyanate,CSC#N,556-64-9,NIST,28.053,n/a,,n/a,,n/a,
methyl_vinyl_ether,COC=C,107-25-5,NIST,39.501,n/a,,n/a,,n/a,
methyl_vinyl_ketone,C=CC(=O)C,78-94-4,NIST,46.887,n/a,,ok_<1%,0.203,ok_one_source,0.203
methylcycloheptane,CC1CCCCCC1,4126-78-7,NIST,97.178,n/a,,n/a,,n/a,
methylcyclohexane,CC1CCCCC1,108-87-2,NIST,85.23,n/a,,n/a,,n/a,
methylcyclopentane,CC1CCCC1,96-37-7,NIST,72.781,ok_<1%,0.006,ok_<1%,-0.006,ok_consensus,0.006
methylenecyclopropane,C=C1CC1,6142-73-0,NIST,41.133,ok_<1%,0.138,fail_>2%,-45.229,one_source_fail,0.138
methylhydrazine,CNN,60-34-4,NIST,31.18,n/a,,fail_>2%,-10.461,single_fail,-10.461
morpholine,C1COCCN1,110-91-8,NIST,59.232,n/a,,n/a,,n/a,
n-butylamine,CCCCN,109-73-9,NIST,60.416,ok_<1%,0.053,n/a,,ok_one_source,0.053
n_Butyl,CCC[CH2],,ATcT_0K,48.5768,n/a,,n/a,,n/a,
n_Propyl,CC[CH2],,ATcT_0K,36.5658,n/a,,n/a,,n/a,
naphthalene,c1ccc2ccccc2c1,91-20-3,NIST,89.15,n/a,,n/a,,n/a,
neopent,CC(C)(C)C,463-82-1,NIST,65.99,ok_<1%,0.003,ok_<1%,0.009,ok_consensus,0.003
nicotinic_acid,OC(=O)c1cccnc1,59-67-6,NIST,68.224,n/a,,n/a,,n/a,
nitrobenzene,C1=CC=C(C=C1)[N+](=O)[O-],98-95-3,NIST,65.229,ok_<1%,0.03,ok_<1%,-0.017,ok_consensus,-0.017
nitrobenzene,[O-][N+](=O)c1ccccc1,98-95-3,NIST,65.229,ok_<1%,0.03,ok_<1%,-0.017,ok_consensus,-0.017
nitroethane,CC[N+](=O)[O-],79-24-3,NIST,37.277,n/a,,ok_<1%,0.041,ok_one_source,0.041
nitromethane,C[N+](=O)[O-],75-52-5,NIST,25.32,warn_1-2%,-1.22,fail_>2%,-7.322,one_source_fail,-1.22
nitrosobenzene,O=NC1=CC=CC=C1,586-96-9,NIST,61.169,ok_<1%,0.153,ok_<1%,0.156,ok_consensus,0.153
nonane,CCCCCCCCC,111-84-2,NIST,114.4,ok_<1%,0.004,ok_<1%,0.004,ok_consensus,0.004
norbornene,C1CC2CC1C=C2,498-66-8,NIST,73.735,n/a,,ok_<1%,0.036,ok_one_source,0.036
o-xylene,Cc1ccccc1C,95-47-6,NIST,81.819,n/a,,ok_<1%,0.001,ok_one_source,0.001
o_Benzyne,C1=CC#CC=C1,462-80-6,ATcT_0K,48.3431,warn_1-2%,1.451,ok_<1%,-0.239,ok_consensus,-0.239
octane,CCCCCCCC,111-65-9,NIST,102.25,ok_<1%,0.002,ok_<1%,0.005,ok_consensus,0.002
oxalic_acid,C(=O)(C(=O)O)O,144-62-7,NIST,37.289,n/a,,ok_<1%,-0.289,ok_one_source,-0.289
oxazole,C1=COC=N1,288-42-6,NIST,36.704,ok_<1%,-0.0,ok_<1%,-0.001,ok_consensus,-0.0
oxazole,c1cocn1,288-42-6,NIST,36.704,n/a,,ok_<1%,-0.001,ok_one_source,-0.001
oxetane,C1COC1,503-30-0,NIST,39.26,ok_<1%,-0.008,ok_<1%,-0.008,ok_consensus,-0.008
p-chlorotoluene,Cc1ccc(Cl)cc1,106-43-4,NIST,69.143,n/a,,n/a,,n/a,
p-dichlorobenzene,Clc1ccc(Cl)cc1,106-46-7,NIST,56.302,ok_<1%,-0.783,ok_<1%,-0.715,ok_consensus,-0.715
p-diethylbenzene,CCc1ccc(CC)cc1,105-05-5,NIST,106.142,n/a,,n/a,,n/a,
p-fluorotoluene,Cc1ccc(F)cc1,352-32-9,NIST,70.521,n/a,,n/a,,n/a,
p-xylene,Cc1ccc(C)cc1,106-42-3,NIST,81.831,ok_<1%,0.0,ok_<1%,-0.001,ok_consensus,0.0
p_Benzyne,C1=C=CC=C=C1,3355-34-8,ATcT_0K,46.9404,n/a,,warn_1-2%,1.467,ok_one_source,1.467
paraldehyde,CC1OC(C)OC(C)O1,123-63-7,NIST,86.095,n/a,,n/a,,n/a,
pentafluoroethane,FC(F)(F)C(F)F,354-33-6,NIST,32.671,n/a,,ok_<1%,0.507,ok_one_source,0.507
pentafluoroethane,FC(F)C(F)(F)F,354-33-6,NIST,32.671,n/a,,ok_<1%,0.507,ok_one_source,0.507
pentanal,CCCCC=O,110-62-3,NIST,64.66,ok_<1%,0.05,n/a,,ok_one_source,0.05
pentane,CCCCC,109-66-0,NIST,65.77,n/a,,ok_<1%,0.092,ok_one_source,0.092
perfluorocyclobutane,FC1(F)C(F)(F)C(F)(F)C1(F)F,115-25-3,NIST,52.282,n/a,,ok_<1%,0.306,ok_one_source,0.306
perfluoropropane,FC(F)(F)C(F)(F)C(F)(F)F,76-19-7,NIST,47.345,ok_<1%,0.037,ok_<1%,0.037,ok_consensus,0.037
phenol,Oc1ccccc1,108-95-2,NIST,60.83,warn_1-2%,-1.016,warn_1-2%,1.439,ok_consensus,-1.016
phenyl_isocyanate,O=C=NC1=CC=CC=C1,103-71-9,NIST,71.344,n/a,,n/a,,n/a,
phenyl_methanol,C1=CC=C(C=C1)CO,100-51-6,NIST,73.694,n/a,,ok_<1%,-0.082,ok_one_source,-0.082
phenylacetylene,C#CC1=CC=CC=C1,536-74-3,NIST,69.802,ok_<1%,-0.001,ok_<1%,-0.321,ok_consensus,-0.001
phthalazine,c1ccc2cnncc2c1,253-52-1,NIST,79.358,n/a,,n/a,,n/a,
pinacol,CC(O)(C)C(O)(C)C,76-09-5,NIST,86.453,n/a,,n/a,,n/a,
piperazine,C1CNCCN1,110-85-0,NIST,62.155,n/a,,ok_<1%,-0.5,ok_one_source,-0.5
piperidine,C1CCNCC1,110-89-4,NIST,67.67,ok_<1%,-0.428,ok_<1%,-0.428,ok_consensus,-0.428
propanac,CCC(=O)O,79-09-4,ATcT,46.3,n/a,,warn_1-2%,-1.343,ok_one_source,-1.343
propanal,CCC=O,123-38-6,NIST,40.35,ok_<1%,0.001,ok_<1%,0.07,ok_consensus,0.001
propane,CCC,74-98-6,NIST,41.44,ok_<1%,0.009,ok_<1%,0.009,ok_consensus,0.009
propanethiol,CCCS,107-03-9,NIST,43.93,ok_<1%,0.028,warn_1-2%,-1.208,ok_consensus,0.028
propene,CC=C,115-07-1,NIST,35.63,ok_<1%,0.016,ok_<1%,-0.005,ok_consensus,-0.005
propionamide,CCC(=O)N,79-05-0,NIST,48.224,ok_<1%,0.084,n/a,,ok_one_source,0.084
propyl_acetate,CCCOC(=O)C,109-60-4,NIST,69.739,n/a,,n/a,,n/a,
propyl_formate,CCCOC=O,110-74-7,NIST,57.177,n/a,,n/a,,n/a,
propylbenzene,CCCc1ccccc1,103-65-1,NIST,93.882,ok_<1%,0.0,ok_<1%,0.0,ok_consensus,0.0
propylene_carbonate,CC1COC(=O)O1,108-32-7,NIST,57.371,n/a,,n/a,,n/a,
propylene_oxide,CC1CO1,75-56-9,NIST,39.31,ok_<1%,0.213,ok_<1%,0.188,ok_consensus,0.188
propyne,CC#C,74-99-7,NIST,29.4,ok_<1%,-0.001,fail_>2%,4.972,one_source_fail,-0.001
pyrazine,C1=CN=CC=N1,290-37-9,NIST,46.515,ok_<1%,-0.0,ok_<1%,0.005,ok_consensus,-0.0
pyrazine,c1cnccn1,290-37-9,NIST,46.516,ok_<1%,-0.002,ok_<1%,0.003,ok_consensus,-0.002
pyrazole,C1=CNN=C1,288-13-1,NIST,40.027,warn_1-2%,-1.917,warn_1-2%,-1.958,ok_consensus,-1.917
pyridazine,C1=CC=NN=C1,289-80-5,NIST,45.663,ok_<1%,-0.002,n/a,,ok_one_source,-0.002
pyridazine,c1ccnnc1,289-80-5,NIST,45.666,ok_<1%,-0.009,n/a,,ok_one_source,-0.009
pyridine,c1ccncc1,110-86-1,NIST,51.43,ok_<1%,0.876,fail_>2%,-8.107,one_source_fail,0.876
pyridine_N-oxide,[O-][n+]1ccccc1,694-59-7,NIST,54.85,n/a,,n/a,,n/a,
pyrimidine,C1=CN=CN=C1,289-95-2,NIST,46.518,ok_<1%,-0.004,ok_<1%,-0.02,ok_consensus,-0.004
pyrrole,c1cc[nH]c1,109-97-7,NIST,44.59,ok_<1%,0.44,ok_<1%,0.437,ok_consensus,0.437
pyrrolidine,C1CCNC1,123-75-1,NIST,55.66,warn_1-2%,-1.218,warn_1-2%,-1.218,ok_consensus,-1.218
pyruvic_acid,CC(=O)C(=O)O,127-17-3,NIST,43.049,n/a,,n/a,,n/a,
quinazoline,c1ccc2ncncc2c1,253-82-7,NIST,80.258,n/a,,n/a,,n/a,
quinoline,C1=CC=C2C(=C1)C=CC=N2,91-22-5,NIST,85.488,n/a,,ok_<1%,-0.001,ok_one_source,-0.001
quinoline,c1ccc2ncccc2c1,91-22-5,NIST,85.488,n/a,,ok_<1%,-0.001,ok_one_source,-0.001
quinoxaline,c1ccc2nccnc2c1,91-19-0,NIST,80.287,n/a,,n/a,,n/a,
resorcinol,OC1=CC(=CC=C1)O,108-46-3,NIST,66.149,n/a,,n/a,,n/a,
salicylaldehyde,OC1=CC=CC=C1C=O,90-02-8,NIST,72.22,n/a,,n/a,,n/a,
salicylic_acid,OC1=CC=CC=C1C(=O)O,69-72-7,NIST,78.428,n/a,,n/a,,n/a,
sec-butylamine,CCC(C)N,13952-84-6,NIST,60.548,ok_<1%,0.028,n/a,,ok_one_source,0.028
spiropentane,C1CC11CC1,157-40-4,NIST,53.295,ok_<1%,-0.0,n/a,,ok_one_source,-0.0
styrene,C=Cc1ccccc1,100-42-5,NIST,74.85,warn_1-2%,1.504,warn_1-2%,1.49,ok_consensus,1.49
styrene_oxide,C1(CO1)C2=CC=CC=C2,96-09-3,NIST,79.843,n/a,,n/a,,n/a,
succinic_acid,C(CC(=O)O)C(=O)O,110-15-6,NIST,62.119,n/a,,ok_<1%,-0.074,ok_one_source,-0.074
succinic_anhydride,O=C1OC(=O)CC1,108-30-5,NIST,51.962,n/a,,n/a,,n/a,
succinimide,O=C1CCC(=O)N1,123-56-8,NIST,54.965,n/a,,n/a,,n/a,
succinonitrile,C(CC#N)C#N,110-61-2,NIST,47.099,warn_1-2%,-1.539,warn_1-2%,-1.069,ok_consensus,-1.069
sulfolane,C1CCS(=O)(=O)C1,126-33-0,NIST,60.711,n/a,,n/a,,n/a,
tBuOH,CC(C)(C)O,75-65-0,NIST,58.13,ok_<1%,-0.007,n/a,,ok_one_source,-0.007
tert-butylamine,CC(C)(C)N,75-64-9,NIST,60.717,ok_<1%,-0.004,n/a,,ok_one_source,-0.004
tert-butylbenzene,CC(C)(C)c1ccccc1,98-06-6,NIST,106.149,n/a,,n/a,,n/a,
tetrahydrofurfuryl_alcohol,OCC1CCCO1,97-99-4,NIST,69.414,n/a,,n/a,,n/a,
tetramethylsilane,C[Si](C)(C)C,75-76-3,NIST,63.903,ok_<1%,-0.065,ok_<1%,0.869,ok_consensus,-0.065
thiazole,C1=CSC=N1,288-47-1,NIST,35.511,n/a,,ok_<1%,-0.698,ok_one_source,-0.698
thioacetic_acid,CC(=O)S,507-09-5,NIST,31.162,n/a,,n/a,,n/a,
thioacetone,CC(=S)C,4756-05-2,NIST,38.96,n/a,,n/a,,n/a,
